ID,Class
1687,AGGRESSIVE
1688,NORMAL
1689,NORMAL
1690,AGGRESSIVE
1691,AGGRESSIVE
1692,SLOW
1693,SLOW
1694,AGGRESSIVE
1695,SLOW
1696,SLOW
1697,SLOW
1698,SLOW
1699,SLOW
1700,SLOW
1701,SLOW
1702,SLOW
1703,SLOW
1704,SLOW
1705,SLOW
1706,SLOW
1707,SLOW
1708,SLOW
1709,SLOW
1710,SLOW
1711,SLOW
1712,SLOW
1713,SLOW
1714,SLOW
1715,SLOW
1716,SLOW
1717,SLOW
1718,SLOW
1719,SLOW
1720,SLOW
1721,AGGRESSIVE
1722,SLOW
1723,SLOW
1724,SLOW
1725,AGGRESSIVE
1726,SLOW
1727,SLOW
1728,SLOW
1729,AGGRESSIVE
1730,SLOW
1731,SLOW
1732,AGGRESSIVE
1733,SLOW
1734,AGGRESSIVE
1735,SLOW
1736,SLOW
1737,SLOW
1738,SLOW
1739,SLOW
1740,SLOW
1741,SLOW
1742,SLOW
1743,SLOW
1744,SLOW
1745,SLOW
1746,SLOW
1747,SLOW
1748,SLOW
1749,SLOW
1750,SLOW
1751,SLOW
1752,SLOW
1753,SLOW
1754,SLOW
1755,SLOW
1756,SLOW
1757,SLOW
1758,SLOW
1759,SLOW
1760,AGGRESSIVE
1761,AGGRESSIVE
1762,SLOW
1763,AGGRESSIVE
1764,AGGRESSIVE
1765,AGGRESSIVE
1766,SLOW
1767,AGGRESSIVE
1768,AGGRESSIVE
1769,SLOW
1770,AGGRESSIVE
1771,SLOW
1772,AGGRESSIVE
1773,SLOW
1774,SLOW
1775,SLOW
1776,SLOW
1777,SLOW
1778,SLOW
1779,AGGRESSIVE
1780,SLOW
1781,SLOW
1782,SLOW
1783,SLOW
1784,SLOW
1785,SLOW
1786,SLOW
1787,SLOW
1788,SLOW
1789,SLOW
1790,SLOW
1791,SLOW
1792,SLOW
1793,AGGRESSIVE
1794,SLOW
1795,SLOW
1796,SLOW
1797,SLOW
1798,AGGRESSIVE
1799,SLOW
1800,SLOW
1801,SLOW
1802,SLOW
1803,SLOW
1804,SLOW
1805,SLOW
1806,SLOW
1807,AGGRESSIVE
1808,AGGRESSIVE
1809,SLOW
1810,SLOW
1811,SLOW
1812,SLOW
1813,AGGRESSIVE
1814,SLOW
1815,SLOW
1816,AGGRESSIVE
1817,SLOW
1818,SLOW
1819,SLOW
1820,SLOW
1821,SLOW
1822,SLOW
1823,SLOW
1824,SLOW
1825,SLOW
1826,AGGRESSIVE
1827,SLOW
1828,SLOW
1829,SLOW
1830,SLOW
1831,SLOW
1832,SLOW
1833,SLOW
1834,AGGRESSIVE
1835,SLOW
1836,AGGRESSIVE
1837,SLOW
1838,AGGRESSIVE
1839,AGGRESSIVE
1840,AGGRESSIVE
1841,AGGRESSIVE
1842,AGGRESSIVE
1843,AGGRESSIVE
1844,AGGRESSIVE
1845,AGGRESSIVE
1846,SLOW
1847,AGGRESSIVE
1848,SLOW
1849,AGGRESSIVE
1850,AGGRESSIVE
1851,SLOW
1852,SLOW
1853,SLOW
1854,SLOW
1855,SLOW
1856,SLOW
1857,SLOW
1858,SLOW
1859,SLOW
1860,SLOW
1861,SLOW
1862,SLOW
1863,AGGRESSIVE
1864,SLOW
1865,SLOW
1866,SLOW
1867,SLOW
1868,SLOW
1869,SLOW
1870,SLOW
1871,SLOW
1872,SLOW
1873,SLOW
1874,SLOW
1875,SLOW
1876,SLOW
1877,SLOW
1878,SLOW
1879,SLOW
1880,SLOW
1881,SLOW
1882,SLOW
1883,AGGRESSIVE
1884,SLOW
1885,SLOW
1886,SLOW
1887,SLOW
1888,SLOW
1889,SLOW
1890,SLOW
1891,SLOW
1892,SLOW
1893,SLOW
1894,SLOW
1895,SLOW
1896,SLOW
1897,SLOW
1898,SLOW
1899,AGGRESSIVE
1900,SLOW
1901,SLOW
1902,SLOW
1903,SLOW
1904,AGGRESSIVE
1905,SLOW
1906,SLOW
1907,SLOW
1908,SLOW
1909,SLOW
1910,SLOW
1911,SLOW
1912,SLOW
1913,AGGRESSIVE
1914,SLOW
1915,AGGRESSIVE
1916,SLOW
1917,SLOW
1918,AGGRESSIVE
1919,SLOW
1920,SLOW
1921,AGGRESSIVE
1922,SLOW
1923,SLOW
1924,SLOW
1925,SLOW
1926,SLOW
1927,SLOW
1928,AGGRESSIVE
1929,AGGRESSIVE
1930,SLOW
1931,SLOW
1932,SLOW
1933,SLOW
1934,SLOW
1935,SLOW
1936,SLOW
1937,SLOW
1938,SLOW
1939,SLOW
1940,SLOW
1941,SLOW
1942,SLOW
1943,SLOW
1944,SLOW
1945,SLOW
1946,SLOW
1947,SLOW
1948,SLOW
1949,SLOW
1950,SLOW
1951,SLOW
1952,SLOW
1953,SLOW
1954,SLOW
1955,SLOW
1956,SLOW
1957,AGGRESSIVE
1958,AGGRESSIVE
1959,AGGRESSIVE
1960,AGGRESSIVE
1961,AGGRESSIVE
1962,AGGRESSIVE
1963,SLOW
1964,SLOW
1965,AGGRESSIVE
1966,AGGRESSIVE
1967,SLOW
1968,SLOW
1969,SLOW
1970,SLOW
1971,SLOW
1972,SLOW
1973,SLOW
1974,SLOW
1975,SLOW
1976,SLOW
1977,SLOW
1978,SLOW
1979,AGGRESSIVE
1980,AGGRESSIVE
1981,AGGRESSIVE
1982,AGGRESSIVE
1983,SLOW
1984,SLOW
1985,SLOW
1986,AGGRESSIVE
1987,SLOW
1988,SLOW
1989,SLOW
1990,SLOW
1991,SLOW
1992,SLOW
1993,SLOW
1994,SLOW
1995,SLOW
1996,SLOW
1997,SLOW
1998,SLOW
1999,SLOW
2000,SLOW
2001,SLOW
2002,SLOW
2003,SLOW
2004,SLOW
2005,SLOW
2006,SLOW
2007,SLOW
2008,SLOW
2009,SLOW
2010,SLOW
2011,SLOW
2012,SLOW
2013,SLOW
2014,SLOW
2015,SLOW
2016,AGGRESSIVE
2017,SLOW
2018,SLOW
2019,AGGRESSIVE
2020,SLOW
2021,NORMAL
2022,AGGRESSIVE
2023,SLOW
2024,AGGRESSIVE
2025,AGGRESSIVE
2026,SLOW
2027,AGGRESSIVE
2028,AGGRESSIVE
2029,AGGRESSIVE
2030,AGGRESSIVE
2031,AGGRESSIVE
2032,AGGRESSIVE
2033,AGGRESSIVE
2034,AGGRESSIVE
2035,SLOW
2036,SLOW
2037,AGGRESSIVE
2038,AGGRESSIVE
2039,SLOW
2040,SLOW
2041,SLOW
2042,SLOW
2043,SLOW
2044,SLOW
2045,SLOW
2046,SLOW
2047,SLOW
2048,SLOW
2049,SLOW
2050,SLOW
2051,SLOW
2052,SLOW
2053,SLOW
2054,SLOW
2055,SLOW
2056,SLOW
2057,SLOW
2058,SLOW
2059,SLOW
2060,SLOW
2061,SLOW
2062,SLOW
2063,SLOW
2064,SLOW
2065,SLOW
2066,SLOW
2067,SLOW
2068,AGGRESSIVE
2069,SLOW
2070,SLOW
2071,SLOW
2072,AGGRESSIVE
2073,SLOW
2074,SLOW
2075,SLOW
2076,SLOW
2077,SLOW
2078,SLOW
2079,SLOW
2080,SLOW
2081,AGGRESSIVE
2082,SLOW
2083,AGGRESSIVE
2084,SLOW
2085,SLOW
2086,SLOW
2087,SLOW
2088,SLOW
2089,SLOW
2090,SLOW
2091,SLOW
2092,SLOW
2093,SLOW
2094,SLOW
2095,SLOW
2096,AGGRESSIVE
2097,AGGRESSIVE
2098,SLOW
2099,SLOW
2100,AGGRESSIVE
2101,SLOW
2102,SLOW
2103,SLOW
2104,SLOW
2105,AGGRESSIVE
2106,SLOW
2107,AGGRESSIVE
2108,SLOW
2109,SLOW
2110,AGGRESSIVE
2111,SLOW
2112,SLOW
2113,SLOW
2114,SLOW
2115,SLOW
2116,SLOW
2117,SLOW
2118,SLOW
2119,SLOW
2120,AGGRESSIVE
2121,SLOW
2122,SLOW
2123,AGGRESSIVE
2124,SLOW
2125,SLOW
2126,SLOW
2127,AGGRESSIVE
2128,AGGRESSIVE
2129,SLOW
2130,SLOW
2131,SLOW
2132,SLOW
2133,SLOW
2134,SLOW
2135,SLOW
2136,SLOW
2137,AGGRESSIVE
2138,SLOW
2139,SLOW
2140,SLOW
2141,SLOW
2142,SLOW
2143,SLOW
2144,SLOW
2145,SLOW
2146,SLOW
2147,SLOW
2148,SLOW
2149,SLOW
2150,SLOW
2151,SLOW
2152,SLOW
2153,SLOW
2154,SLOW
2155,SLOW
2156,AGGRESSIVE
2157,AGGRESSIVE
2158,SLOW
2159,SLOW
2160,SLOW
2161,AGGRESSIVE
2162,SLOW
2163,SLOW
2164,SLOW
2165,SLOW
2166,AGGRESSIVE
2167,SLOW
2168,SLOW
2169,SLOW
2170,SLOW
2171,SLOW
2172,AGGRESSIVE
2173,SLOW
2174,SLOW
2175,SLOW
2176,SLOW
2177,SLOW
2178,SLOW
2179,SLOW
2180,SLOW
2181,SLOW
2182,SLOW
2183,AGGRESSIVE
2184,SLOW
2185,SLOW
2186,SLOW
2187,SLOW
2188,AGGRESSIVE
2189,SLOW
2190,SLOW
2191,SLOW
2192,SLOW
2193,SLOW
2194,SLOW
2195,SLOW
2196,SLOW
2197,SLOW
2198,SLOW
2199,SLOW
2200,SLOW
2201,SLOW
2202,SLOW
2203,SLOW
2204,SLOW
2205,SLOW
2206,SLOW
2207,AGGRESSIVE
2208,SLOW
2209,SLOW
2210,SLOW
2211,SLOW
2212,SLOW
2213,SLOW
2214,SLOW
2215,AGGRESSIVE
2216,AGGRESSIVE
2217,SLOW
2218,SLOW
2219,AGGRESSIVE
2220,SLOW
2221,SLOW
2222,SLOW
2223,AGGRESSIVE
2224,SLOW
2225,SLOW
2226,SLOW
2227,SLOW
2228,SLOW
2229,SLOW
2230,SLOW
2231,SLOW
2232,SLOW
2233,SLOW
2234,SLOW
2235,SLOW
2236,SLOW
2237,SLOW
2238,AGGRESSIVE
2239,AGGRESSIVE
2240,SLOW
2241,SLOW
2242,SLOW
2243,SLOW
2244,SLOW
2245,SLOW
2246,AGGRESSIVE
2247,SLOW
2248,SLOW
2249,AGGRESSIVE
2250,SLOW
2251,SLOW
2252,SLOW
2253,NORMAL
2254,NORMAL
2255,SLOW
2256,SLOW
2257,AGGRESSIVE
2258,AGGRESSIVE
2259,SLOW
2260,SLOW
2261,SLOW
2262,SLOW
2263,SLOW
2264,SLOW
2265,SLOW
2266,SLOW
2267,SLOW
2268,SLOW
2269,SLOW
2270,SLOW
2271,SLOW
2272,SLOW
2273,SLOW
2274,SLOW
2275,SLOW
2276,SLOW
2277,SLOW
2278,AGGRESSIVE
2279,SLOW
2280,NORMAL
2281,AGGRESSIVE
2282,AGGRESSIVE
2283,AGGRESSIVE
2284,AGGRESSIVE
2285,AGGRESSIVE
2286,AGGRESSIVE
2287,AGGRESSIVE
2288,AGGRESSIVE
2289,AGGRESSIVE
2290,AGGRESSIVE
2291,AGGRESSIVE
2292,SLOW
2293,SLOW
2294,AGGRESSIVE
2295,AGGRESSIVE
2296,SLOW
2297,AGGRESSIVE
2298,SLOW
2299,AGGRESSIVE
2300,SLOW
2301,SLOW
2302,AGGRESSIVE
2303,SLOW
2304,SLOW
2305,SLOW
2306,AGGRESSIVE
2307,SLOW
2308,SLOW
2309,SLOW
2310,AGGRESSIVE
2311,SLOW
2312,AGGRESSIVE
2313,SLOW
2314,SLOW
2315,AGGRESSIVE
2316,SLOW
2317,SLOW
2318,SLOW
2319,AGGRESSIVE
2320,SLOW
2321,AGGRESSIVE
2322,SLOW
2323,AGGRESSIVE
2324,SLOW
2325,NORMAL
2326,AGGRESSIVE
2327,SLOW
2328,AGGRESSIVE
2329,SLOW
2330,SLOW
2331,SLOW
2332,SLOW
2333,SLOW
2334,AGGRESSIVE
2335,SLOW
2336,SLOW
2337,SLOW
2338,SLOW
2339,SLOW
2340,SLOW
2341,SLOW
2342,SLOW
2343,SLOW
2344,SLOW
2345,SLOW
2346,SLOW
2347,SLOW
2348,SLOW
2349,SLOW
2350,SLOW
2351,SLOW
2352,SLOW
2353,SLOW
2354,SLOW
2355,SLOW
2356,SLOW
2357,SLOW
2358,SLOW
2359,SLOW
2360,SLOW
2361,SLOW
2362,SLOW
2363,SLOW
2364,SLOW
2365,SLOW
2366,SLOW
2367,SLOW
2368,SLOW
2369,SLOW
2370,SLOW
2371,SLOW
2372,SLOW
2373,SLOW
2374,SLOW
2375,SLOW
2376,SLOW
2377,SLOW
2378,SLOW
2379,SLOW
2380,SLOW
2381,SLOW
2382,SLOW
2383,AGGRESSIVE
2384,SLOW
2385,SLOW
2386,SLOW
2387,SLOW
2388,SLOW
2389,SLOW
2390,SLOW
2391,SLOW
2392,SLOW
2393,SLOW
2394,SLOW
2395,SLOW
2396,SLOW
2397,SLOW
2398,SLOW
2399,SLOW
2400,SLOW
2401,SLOW
2402,SLOW
2403,SLOW
2404,SLOW
2405,SLOW
2406,SLOW
2407,SLOW
2408,SLOW
2409,SLOW
2410,SLOW
2411,AGGRESSIVE
2412,SLOW
2413,SLOW
2414,SLOW
2415,SLOW
2416,SLOW
2417,SLOW
2418,SLOW
2419,SLOW
2420,SLOW
2421,AGGRESSIVE
2422,AGGRESSIVE
2423,NORMAL
2424,NORMAL
2425,AGGRESSIVE
2426,NORMAL
2427,NORMAL
2428,AGGRESSIVE
2429,NORMAL
2430,NORMAL
2431,SLOW
2432,SLOW
2433,SLOW
2434,SLOW
2435,SLOW
2436,SLOW
2437,SLOW
2438,SLOW
2439,SLOW
2440,SLOW
2441,SLOW
2442,SLOW
2443,SLOW
2444,SLOW
2445,SLOW
2446,SLOW
2447,SLOW
2448,SLOW
2449,SLOW
2450,SLOW
2451,SLOW
2452,SLOW
2453,SLOW
2454,SLOW
2455,SLOW
2456,SLOW
2457,SLOW
2458,SLOW
2459,SLOW
2460,SLOW
2461,SLOW
2462,SLOW
2463,SLOW
2464,SLOW
2465,SLOW
2466,SLOW
2467,SLOW
2468,SLOW
2469,SLOW
2470,SLOW
2471,SLOW
2472,SLOW
2473,AGGRESSIVE
2474,SLOW
2475,SLOW
2476,SLOW
2477,SLOW
2478,SLOW
2479,SLOW
2480,SLOW
2481,SLOW
2482,SLOW
2483,SLOW
2484,SLOW
2485,SLOW
2486,SLOW
2487,SLOW
2488,SLOW
2489,SLOW
2490,SLOW
2491,SLOW
2492,SLOW
2493,SLOW
2494,SLOW
2495,SLOW
2496,SLOW
2497,SLOW
2498,SLOW
2499,SLOW
2500,SLOW
2501,SLOW
2502,SLOW
2503,SLOW
2504,SLOW
2505,AGGRESSIVE
2506,SLOW
2507,SLOW
2508,SLOW
2509,SLOW
2510,SLOW
2511,AGGRESSIVE
2512,SLOW
2513,SLOW
2514,SLOW
2515,SLOW
2516,SLOW
2517,SLOW
2518,SLOW
2519,SLOW
2520,SLOW
2521,SLOW
2522,SLOW
2523,SLOW
2524,SLOW
2525,SLOW
2526,SLOW
2527,SLOW
2528,SLOW
2529,SLOW
2530,SLOW
2531,SLOW
2532,SLOW
2533,SLOW
2534,AGGRESSIVE
2535,SLOW
2536,SLOW
2537,SLOW
2538,AGGRESSIVE
2539,AGGRESSIVE
2540,SLOW
2541,SLOW
2542,SLOW
2543,SLOW
2544,SLOW
2545,SLOW
2546,AGGRESSIVE
2547,SLOW
2548,SLOW
2549,SLOW
2550,AGGRESSIVE
2551,SLOW
2552,SLOW
2553,SLOW
2554,SLOW
2555,SLOW
2556,SLOW
2557,SLOW
2558,SLOW
2559,SLOW
2560,SLOW
2561,SLOW
2562,SLOW
2563,AGGRESSIVE
2564,SLOW
2565,SLOW
2566,SLOW
2567,SLOW
2568,SLOW
2569,SLOW
2570,SLOW
2571,SLOW
2572,SLOW
2573,SLOW
2574,SLOW
2575,SLOW
2576,SLOW
2577,SLOW
2578,SLOW
2579,SLOW
2580,SLOW
2581,SLOW
2582,AGGRESSIVE
2583,SLOW
2584,SLOW
2585,SLOW
2586,SLOW
2587,SLOW
2588,SLOW
2589,SLOW
2590,SLOW
2591,SLOW
2592,SLOW
2593,SLOW
2594,SLOW
2595,AGGRESSIVE
2596,SLOW
2597,SLOW
2598,AGGRESSIVE
2599,SLOW
2600,AGGRESSIVE
2601,AGGRESSIVE
2602,SLOW
2603,SLOW
2604,SLOW
2605,SLOW
2606,SLOW
2607,SLOW
2608,SLOW
2609,SLOW
2610,SLOW
2611,SLOW
2612,SLOW
2613,SLOW
2614,SLOW
2615,SLOW
2616,SLOW
2617,SLOW
2618,SLOW
2619,SLOW
2620,SLOW
2621,AGGRESSIVE
2622,AGGRESSIVE
2623,SLOW
2624,SLOW
2625,SLOW
2626,AGGRESSIVE
2627,AGGRESSIVE
2628,AGGRESSIVE
2629,SLOW
2630,SLOW
2631,SLOW
2632,SLOW
2633,SLOW
2634,SLOW
2635,SLOW
2636,SLOW
2637,SLOW
2638,SLOW
2639,SLOW
2640,SLOW
2641,SLOW
2642,SLOW
2643,SLOW
2644,SLOW
2645,SLOW
2646,SLOW
2647,SLOW
2648,SLOW
2649,SLOW
2650,SLOW
2651,SLOW
2652,SLOW
2653,SLOW
2654,AGGRESSIVE
2655,AGGRESSIVE
2656,SLOW
2657,AGGRESSIVE
2658,SLOW
2659,SLOW
2660,SLOW
2661,AGGRESSIVE
2662,SLOW
2663,SLOW
2664,SLOW
2665,SLOW
2666,SLOW
2667,SLOW
2668,SLOW
2669,SLOW
2670,SLOW
2671,SLOW
2672,SLOW
2673,SLOW
2674,SLOW
2675,SLOW
2676,SLOW
2677,SLOW
2678,SLOW
2679,SLOW
2680,SLOW
2681,SLOW
2682,SLOW
2683,AGGRESSIVE
2684,AGGRESSIVE
2685,SLOW
2686,SLOW
2687,SLOW
2688,SLOW
2689,SLOW
2690,SLOW
2691,SLOW
2692,SLOW
2693,SLOW
2694,SLOW
2695,SLOW
2696,SLOW
2697,SLOW
2698,SLOW
2699,SLOW
2700,SLOW
2701,SLOW
2702,SLOW
2703,SLOW
2704,SLOW
2705,SLOW
2706,AGGRESSIVE
2707,SLOW
2708,SLOW
2709,SLOW
2710,SLOW
2711,SLOW
2712,SLOW
2713,SLOW
2714,SLOW
2715,AGGRESSIVE
2716,SLOW
2717,AGGRESSIVE
2718,SLOW
2719,SLOW
2720,SLOW
2721,SLOW
2722,SLOW
2723,SLOW
2724,AGGRESSIVE
2725,AGGRESSIVE
2726,AGGRESSIVE
2727,SLOW
2728,SLOW
2729,SLOW
2730,SLOW
2731,SLOW
2732,SLOW
2733,SLOW
2734,SLOW
2735,SLOW
2736,AGGRESSIVE
2737,SLOW
2738,SLOW
2739,SLOW
2740,SLOW
2741,SLOW
2742,SLOW
2743,SLOW
2744,SLOW
2745,SLOW
2746,SLOW
2747,SLOW
2748,SLOW
2749,SLOW
2750,SLOW
2751,SLOW
2752,SLOW
2753,SLOW
2754,SLOW
2755,SLOW
2756,SLOW
2757,SLOW
2758,SLOW
2759,AGGRESSIVE
2760,SLOW
2761,SLOW
2762,AGGRESSIVE
2763,AGGRESSIVE
2764,SLOW
2765,SLOW
2766,AGGRESSIVE
2767,SLOW
2768,SLOW
2769,SLOW
2770,SLOW
2771,SLOW
2772,SLOW
2773,SLOW
2774,SLOW
2775,SLOW
2776,SLOW
2777,SLOW
2778,SLOW
2779,SLOW
2780,SLOW
2781,SLOW
2782,SLOW
2783,SLOW
2784,SLOW
2785,SLOW
2786,SLOW
2787,SLOW
2788,SLOW
2789,SLOW
2790,SLOW
2791,SLOW
2792,SLOW
2793,SLOW
2794,SLOW
2795,SLOW
2796,SLOW
2797,SLOW
2798,SLOW
2799,SLOW
2800,AGGRESSIVE
2801,AGGRESSIVE
2802,SLOW
2803,SLOW
2804,AGGRESSIVE
2805,AGGRESSIVE
2806,SLOW
2807,NORMAL
2808,AGGRESSIVE
2809,SLOW
2810,SLOW
2811,SLOW
2812,AGGRESSIVE
2813,SLOW
2814,AGGRESSIVE
2815,AGGRESSIVE
2816,NORMAL
2817,NORMAL
2818,SLOW
2819,AGGRESSIVE
2820,AGGRESSIVE
2821,AGGRESSIVE
2822,SLOW
2823,SLOW
2824,SLOW
2825,SLOW
2826,SLOW
2827,SLOW
2828,SLOW
2829,SLOW
2830,SLOW
2831,SLOW
2832,SLOW
2833,SLOW
2834,SLOW
2835,SLOW
2836,SLOW
2837,SLOW
2838,SLOW
2839,SLOW
2840,SLOW
2841,SLOW
2842,SLOW
2843,AGGRESSIVE
2844,SLOW
2845,SLOW
2846,SLOW
2847,SLOW
2848,SLOW
2849,SLOW
2850,SLOW
2851,SLOW
2852,SLOW
2853,SLOW
2854,SLOW
2855,SLOW
2856,SLOW
2857,SLOW
2858,SLOW
2859,SLOW
2860,SLOW
2861,SLOW
2862,SLOW
2863,SLOW
2864,SLOW
2865,SLOW
2866,SLOW
2867,SLOW
2868,SLOW
2869,SLOW
2870,SLOW
2871,SLOW
2872,SLOW
2873,SLOW
2874,AGGRESSIVE
2875,SLOW
2876,SLOW
2877,SLOW
2878,SLOW
2879,SLOW
2880,AGGRESSIVE
2881,AGGRESSIVE
2882,SLOW
2883,SLOW
2884,SLOW
2885,SLOW
2886,SLOW
2887,SLOW
2888,SLOW
2889,SLOW
2890,SLOW
2891,SLOW
2892,SLOW
2893,SLOW
2894,SLOW
2895,SLOW
2896,AGGRESSIVE
2897,SLOW
2898,SLOW
2899,SLOW
2900,SLOW
2901,SLOW
2902,SLOW
2903,SLOW
2904,SLOW
2905,SLOW
2906,SLOW
2907,SLOW
2908,SLOW
2909,SLOW
2910,SLOW
2911,SLOW
2912,SLOW
2913,SLOW
2914,SLOW
2915,SLOW
2916,SLOW
2917,SLOW
2918,SLOW
2919,SLOW
2920,SLOW
2921,SLOW
2922,SLOW
2923,SLOW
2924,SLOW
2925,SLOW
2926,SLOW
2927,AGGRESSIVE
2928,SLOW
2929,AGGRESSIVE
2930,SLOW
2931,SLOW
2932,SLOW
2933,SLOW
2934,SLOW
2935,SLOW
2936,SLOW
2937,SLOW
2938,AGGRESSIVE
2939,SLOW
2940,SLOW
2941,SLOW
2942,SLOW
2943,SLOW
2944,SLOW
2945,AGGRESSIVE
2946,SLOW
2947,AGGRESSIVE
2948,SLOW
2949,SLOW
2950,SLOW
2951,SLOW
2952,SLOW
2953,SLOW
2954,SLOW
2955,SLOW
2956,SLOW
2957,SLOW
2958,AGGRESSIVE
2959,SLOW
2960,AGGRESSIVE
2961,SLOW
2962,AGGRESSIVE
2963,SLOW
2964,SLOW
2965,AGGRESSIVE
2966,NORMAL
2967,AGGRESSIVE
2968,AGGRESSIVE
2969,NORMAL
2970,AGGRESSIVE
2971,AGGRESSIVE
2972,NORMAL
2973,AGGRESSIVE
2974,NORMAL
2975,AGGRESSIVE
2976,SLOW
2977,SLOW
2978,SLOW
2979,SLOW
2980,SLOW
2981,SLOW
2982,SLOW
2983,SLOW
2984,SLOW
2985,SLOW
2986,SLOW
2987,SLOW
2988,SLOW
2989,SLOW
2990,SLOW
2991,SLOW
2992,SLOW
2993,SLOW
2994,SLOW
2995,SLOW
2996,SLOW
2997,SLOW
2998,SLOW
2999,SLOW
3000,AGGRESSIVE
3001,SLOW
3002,SLOW
3003,SLOW
3004,AGGRESSIVE
3005,AGGRESSIVE
3006,SLOW
3007,SLOW
3008,SLOW
3009,AGGRESSIVE
3010,SLOW
3011,AGGRESSIVE
3012,AGGRESSIVE
3013,SLOW
3014,AGGRESSIVE
3015,AGGRESSIVE
3016,AGGRESSIVE
3017,AGGRESSIVE
3018,AGGRESSIVE
3019,SLOW
3020,SLOW
3021,AGGRESSIVE
3022,AGGRESSIVE
3023,SLOW
3024,AGGRESSIVE
3025,AGGRESSIVE
3026,AGGRESSIVE
3027,AGGRESSIVE
3028,AGGRESSIVE
3029,AGGRESSIVE
3030,AGGRESSIVE
3031,AGGRESSIVE
3032,AGGRESSIVE
3033,SLOW
3034,AGGRESSIVE
3035,AGGRESSIVE
3036,AGGRESSIVE
3037,SLOW
3038,AGGRESSIVE
3039,AGGRESSIVE
3040,AGGRESSIVE
3041,AGGRESSIVE
3042,AGGRESSIVE
3043,AGGRESSIVE
3044,SLOW
3045,AGGRESSIVE
3046,SLOW
3047,SLOW
3048,SLOW
3049,SLOW
3050,SLOW
3051,SLOW
3052,SLOW
3053,SLOW
3054,SLOW
3055,SLOW
3056,SLOW
3057,SLOW
3058,SLOW
3059,SLOW
3060,SLOW
3061,SLOW
3062,SLOW
3063,SLOW
3064,SLOW
3065,SLOW
3066,SLOW
3067,AGGRESSIVE
3068,SLOW
3069,SLOW
3070,SLOW
3071,SLOW
3072,SLOW
3073,SLOW
3074,SLOW
3075,SLOW
3076,SLOW
3077,SLOW
3078,SLOW
3079,SLOW
3080,SLOW
3081,AGGRESSIVE
3082,SLOW
3083,SLOW
3084,SLOW
3085,SLOW
3086,SLOW
3087,SLOW
3088,SLOW
3089,SLOW
3090,SLOW
3091,SLOW
3092,SLOW
3093,SLOW
3094,SLOW
3095,SLOW
3096,SLOW
3097,SLOW
3098,SLOW
3099,SLOW
3100,SLOW
3101,SLOW
3102,SLOW
3103,AGGRESSIVE
3104,SLOW
3105,SLOW
3106,AGGRESSIVE
3107,SLOW
3108,SLOW
3109,SLOW
3110,SLOW
3111,AGGRESSIVE
3112,SLOW
3113,AGGRESSIVE
3114,SLOW
3115,SLOW
3116,SLOW
3117,SLOW
3118,SLOW
3119,SLOW
3120,SLOW
3121,SLOW
3122,NORMAL
3123,SLOW
3124,SLOW
3125,SLOW
3126,SLOW
3127,SLOW
3128,SLOW
3129,SLOW
3130,SLOW
3131,SLOW
3132,SLOW
3133,SLOW
3134,SLOW
3135,SLOW
3136,SLOW
3137,SLOW
3138,SLOW
3139,SLOW
3140,SLOW
3141,SLOW
3142,SLOW
3143,SLOW
3144,SLOW
3145,SLOW
3146,SLOW
3147,SLOW
3148,SLOW
3149,SLOW
3150,SLOW
3151,SLOW
3152,SLOW
3153,SLOW
3154,SLOW
3155,SLOW
3156,SLOW
3157,AGGRESSIVE
3158,AGGRESSIVE
3159,AGGRESSIVE
3160,AGGRESSIVE
3161,AGGRESSIVE
3162,SLOW
3163,AGGRESSIVE
3164,SLOW
3165,SLOW
3166,SLOW
3167,SLOW
3168,SLOW
3169,SLOW
3170,AGGRESSIVE
3171,AGGRESSIVE
3172,AGGRESSIVE
3173,AGGRESSIVE
3174,AGGRESSIVE
3175,SLOW
3176,SLOW
3177,SLOW
3178,NORMAL
3179,SLOW
3180,AGGRESSIVE
3181,SLOW
3182,SLOW
3183,SLOW
3184,SLOW
3185,SLOW
3186,SLOW
3187,SLOW
3188,SLOW
3189,SLOW
3190,SLOW
3191,SLOW
3192,SLOW
3193,SLOW
3194,SLOW
3195,SLOW
3196,SLOW
3197,AGGRESSIVE
3198,SLOW
3199,SLOW
3200,SLOW
3201,SLOW
3202,SLOW
3203,SLOW
3204,SLOW
3205,SLOW
3206,SLOW
3207,SLOW
3208,SLOW
3209,SLOW
3210,SLOW
3211,SLOW
3212,SLOW
3213,SLOW
3214,SLOW
3215,SLOW
3216,SLOW
3217,SLOW
3218,SLOW
3219,SLOW
3220,SLOW
3221,SLOW
3222,SLOW
3223,SLOW
3224,SLOW
3225,SLOW
3226,SLOW
3227,SLOW
3228,SLOW
3229,SLOW
3230,SLOW
3231,SLOW
3232,SLOW
3233,SLOW
3234,SLOW
3235,SLOW
3236,SLOW
3237,SLOW
3238,SLOW
3239,SLOW
3240,SLOW
3241,SLOW
3242,SLOW
3243,SLOW
3244,SLOW
3245,SLOW
3246,SLOW
3247,SLOW
3248,SLOW
3249,SLOW
3250,SLOW
3251,SLOW
3252,AGGRESSIVE
3253,SLOW
3254,SLOW
3255,SLOW
3256,SLOW
3257,SLOW
3258,SLOW
3259,SLOW
3260,SLOW
3261,SLOW
3262,SLOW
3263,SLOW
3264,AGGRESSIVE
3265,SLOW
3266,AGGRESSIVE
3267,SLOW
